,text,label,text_token,text_string,text_string_fdist,text_string_lem
630,don't bother - go to the store,0,"['bother', 'go', 'store']",bother store,bother store,bother store
631,i posted more detailed comments under the grey or black phone but i have the fire red and it's a great color,1,"['posted', 'detailed', 'comments', 'grey', 'black', 'phone', 'fire', 'red', 'great', 'color']",posted detailed comments grey black phone fire red great color,posted detailed comments grey black phone fire red great color,posted detailed comments grey black phone fire red great color
632,i did not have any problem with this item and would order it again if needed,1,"['problem', 'item', 'would', 'order', 'needed']",problem item would order needed,problem item would order needed,problem item would order needed
633,you get what you pay for i guess,0,"['get', 'pay', 'guess']",get pay guess,get pay guess,get pay guess
634,not only did the software do a great job of this i could also make my own ringtones form my existing cds without an internet connection,1,"['software', 'great', 'job', 'could', 'also', 'make', 'ringtones', 'form', 'existing', 'cds', 'without', 'internet', 'connection']",software great job could also make ringtones form existing cds without internet connection,software great job could also make ringtones form existing cds without internet connection,software great job could also make ringtones form existing cds without internet connection
635,im surprised this is a good quality car charger and there's not much reviews about it,1,"['im', 'surprised', 'good', 'quality', 'car', 'charger', 'much', 'reviews']",surprised good quality car charger much reviews,surprised good quality car charger much reviews,surprised good quality car charger much reviews
636,these are fabulous,1,['fabulous'],fabulous,fabulous,fabulous
637,however bt headsets are currently not good for real time games like first-person shooters since the audio delay messes me up,0,"['however', 'bt', 'headsets', 'currently', 'good', 'real', 'time', 'games', 'like', 'first', 'person', 'shooters', 'since', 'audio', 'delay', 'messes']",however headsets currently good real time games like first person shooters since audio delay messes,however headsets currently good real time games like first person shooters since audio delay messes,however headsets currently good real time games like first person shooters since audio delay messes
638,i used bitpim (a free program you can find on the internet)to transfer data to the phonethe price of the cable was excellent,1,"['used', 'bitpim', 'free', 'program', 'find', 'internet', 'transfer', 'data', 'phonethe', 'price', 'cable', 'excellent']",used bitpim free program find internet transfer data phonethe price cable excellent,used bitpim free program find internet transfer data phonethe price cable excellent,used bitpim free program find internet transfer data phonethe price cable excellent
639,disappointing accessory from a good manufacturer,0,"['disappointing', 'accessory', 'good', 'manufacturer']",disappointing accessory good manufacturer,disappointing accessory good manufacturer,disappointing accessory good manufacturer
640,performed awful -- muffled tinny incoming sound and severe echo for those on the other end of the call,0,"['performed', 'awful', 'muffled', 'tinny', 'incoming', 'sound', 'severe', 'echo', 'end', 'call']",performed awful muffled tinny incoming sound severe echo end call,performed awful muffled tinny incoming sound severe echo end call,performed awful muffled tinny incoming sound severe echo end call
641,very wind-resistant,1,"['wind', 'resistant']",wind resistant,wind resistant,wind resistant
642,obviously they have a terrible customer service so you get what you pay for,0,"['obviously', 'terrible', 'customer', 'service', 'get', 'pay']",obviously terrible customer service get pay,obviously terrible customer service get pay,obviously terrible customer service get pay
643,they do not last forever but is not overly expensive to replaceeasy to operate and the sound is much better than others i have tried,1,"['last', 'forever', 'overly', 'expensive', 'replaceeasy', 'operate', 'sound', 'much', 'better', 'others', 'tried']",last forever overly expensive replaceeasy operate sound much better others tried,last forever overly expensive replaceeasy operate sound much better others tried,last forever overly expensive replaceeasy operate sound much better others tried
644,i contacted the company and they told me that although the unit was still under warranty if i couldn't produce my receipt i was out of luck,0,"['contacted', 'company', 'told', 'although', 'unit', 'still', 'warranty', 'produce', 'receipt', 'luck']",contacted company told although unit still warranty produce receipt luck,contacted company told although unit still warranty produce receipt luck,contacted company told although unit still warranty produce receipt luck
645,linksys should have some way to exchange a bad phone for a refurb unit or something,0,"['linksys', 'way', 'exchange', 'bad', 'phone', 'refurb', 'unit', 'something']",linksys way exchange bad phone refurb unit something,linksys way exchange bad phone refurb unit something,linksys way exchange bad phone refurb unit something
646,phone is sturdy as all nokia bar phones are,1,"['phone', 'sturdy', 'nokia', 'bar', 'phones']",phone sturdy nokia bar phones,phone sturdy nokia bar phones,phone sturdy nokia bar phones
647,great phone,1,"['great', 'phone']",great phone,great phone,great phone
648,when i placed my treo into the case not only was it not snug but there was a lot of extra room on the sides,0,"['placed', 'treo', 'case', 'snug', 'lot', 'extra', 'room', 'sides']",placed treo case snug lot extra room sides,placed treo case snug lot extra room sides,placed treo case snug lot extra room sides
649,i'm pleased,1,['pleased'],pleased,pleased,pleased
650,battery is terrible,0,"['battery', 'terrible']",battery terrible,battery terrible,battery terrible
651,i found the product to be easy to set up and use,1,"['found', 'product', 'easy', 'set', 'use']",found product easy set use,found product easy set use,found product easy set use
652,the earpiece on this is too large or too heavyit keeps falling out of my ear,0,"['earpiece', 'large', 'heavyit', 'keeps', 'falling', 'ear']",earpiece large heavyit keeps falling ear,earpiece large heavyit keeps falling ear,earpiece large heavyit keeps falling ear
653,utter crap sound quality is terrible,0,"['utter', 'crap', 'sound', 'quality', 'terrible']",utter crap sound quality terrible,utter crap sound quality terrible,utter crap sound quality terrible
654,the charger arrived within the promised timeframe but it did not work,0,"['charger', 'arrived', 'within', 'promised', 'timeframe', 'work']",charger arrived within promised timeframe work,charger arrived within promised timeframe work,charger arrived within promised timeframe work
655,no ear loop needed it's tiny and the sound is great,1,"['ear', 'loop', 'needed', 'tiny', 'sound', 'great']",ear loop needed tiny sound great,ear loop needed tiny sound great,ear loop needed tiny sound great
